MEDDRA_LLT_CODE,MEDDRA_LLT,SNOMED_CT_CODE,SNOMED_CT_FSN
10042079,Stomach burning sensation of,162031009,Indigestion (finding)
10042080,Stomach cancer,363349007,Malignant tumor of stomach (disorder)
10042101,Stomach discomfort,271681002,Stomach ache (finding)
10042107,Stomach function disorder,386211005,Disorder of function of stomach (disorder)
10042112,Stomach pain,83132003,Upper abdominal pain (finding)
10042116,Stomach ulcer,397825006,Gastric ulcer (disorder)
10042124,Stomach upset,162059005,Upset stomach (finding)
10042125,Stomach virus,111843007,Viral gastroenteritis (disorder)
10042126,Stomachache,271681002,Stomach ache (finding)
10042128,Stomatitis,61170000,Stomatitis (disorder)
10042153,Stool tarry,2901004,Melena (disorder)
10042155,Stools hard,75295004,Hard stool (finding)
10042157,Stools watery,398212009,Liquid stool (finding)
10042159,Strabismus,22066006,Strabismus (disorder)
10042174,Strength loss of,13791008,Asthenia (finding)
10042186,Streptococcal sore throat,43878008,Streptococcal sore throat (disorder)
10042209,Stress,73595000,Stress (finding)
10042210,Stress at work,276074009,Stress at work (finding)
10042212,Stress fracture,240197007,Stress fracture (disorder)
10042213,Stress incontinence,22220005,Genuine stress incontinence (finding)
10042220,Stress ulcer,415623008,Stress ulcer (disorder)
10042241,Stridor,70407001,Stridor (finding)
10042244,Stroke,230690007,Cerebrovascular accident (disorder)
10042264,Stupor,89458003,Stupor (finding)
10042270,Subacromial bursitis,40799003,Subacromial bursitis (disorder)
10042277,Subacute hepatic necrosis,197274000,Subacute necrosis of liver (disorder)
10042316,Subarachnoid haemorrhage,21454007,Subarachnoid intracranial hemorrhage (disorder)
10042320,Subarachnoid hemorrhage,21454007,Subarachnoid intracranial hemorrhage (disorder)
10042344,Subcutaneous emphysema,3830001,Subcutaneous emphysema (disorder)
10042361,Subdural haematoma,95453001,Subdural intracranial hematoma (disorder)
10042364,Subdural haemorrhage,35486000,Subdural intracranial hemorrhage (disorder)
10042380,Subdural hematoma,95453001,Subdural intracranial hematoma (disorder)
10042384,Subdural hemorrhage,35486000,Subdural intracranial hemorrhage (disorder)
10042429,Subtotal hysterectomy,387643005,Partial hysterectomy (procedure)
10042434,Sudden death,26636000,Sudden death (event)
10042438,"Sudden hearing loss, unspecified",79471008,Sudden hearing loss (disorder)
10042440,Sudden infant death syndrome,51178009,Sudden infant death syndrome (finding)
10042441,Sudden visual loss,15203004,Sudden visual loss (disorder)
10042443,Suffocation,66466001,Asphyxiation (event)
10042444,Suffocation feeling,373909009,Choking sensation (finding)
10042448,Sugar blood level increased,444780001,Glucose in blood specimen above reference range (finding)
10042458,Suicidal ideation,6471006,Suicidal thoughts (finding)
10042461,Suicidal tendency,6471006,Suicidal thoughts (finding)
10042462,Suicide,44301001,Suicide (event)
10042463,Suicide (accomplished),44301001,Suicide (event)
10042464,Suicide attempt,82313006,Suicide attempt (event)
10042496,Sunburn,403194002,Solar erythema (disorder)
10042566,Superinfection,264569006,Secondary infection (disorder)
10042602,Supraventricular extrasystoles,63593006,Supraventricular premature beats (disorder)
10042604,Supraventricular tachycardia,6456007,Supraventricular tachycardia (disorder)
10042609,Surgery,387713003,Surgical procedure (procedure)
10042640,Suture removal,30549001,Removal of suture (procedure)
10042645,Swallowing difficult,288939007,Difficulty swallowing (finding)
10042646,Swallowing disorder,288939007,Difficulty swallowing (finding)
10042647,Swallowing impaired,288939007,Difficulty swallowing (finding)
10042651,Swaying feeling,249988004,Oscillation of surroundings (finding)
10042655,Sweat gland excision,303235008,Excision of sweat gland bearing skin (procedure)
10042661,Sweating,415690000,Sweating (finding)
10042663,Sweating attack,300938001,Sweating attack (finding)
10042667,Sweating increased,312230002,Hyperhidrosis (disorder)
10042670,Sweaty,415690000,Sweating (finding)
10042673,Sweet's syndrome,84625002,Acute febrile neutrophilic dermatosis (disorder)
10042674,Swelling,65124004,Swelling (finding)
10042679,Swelling abdomen,60728008,Swollen abdomen (finding)
10042680,Swelling arm,449618007,Swelling of upper limb (finding)
10042682,Swelling face,278528006,Facial swelling (finding)
10042684,Swelling lips,699376002,Lip swelling (finding)
10042687,Swelling NOS,65124004,Swelling (finding)
10042690,Swelling of eyelid,193967004,Swelling of eyelid (finding)
10042691,Swelling of face,278528006,Facial swelling (finding)
10042693,Swelling of feet,762917000,Swelling of bilateral feet (finding)
10042694,Swelling of fingers,299060006,Swelling of finger (finding)
10042695,Swelling of hands,299037003,Swelling of hand (finding)
10042696,Swelling of injection site,213340005,Injection site swelling (disorder)
10042697,Swelling of knees,299322007,Swelling of knee joint (finding)
10042700,Swelling of legs,449614009,Swelling of lower limb (finding)
10042701,Swelling of limb,80068009,Swelling of limb (finding)
10042702,Swelling of limbs,80068009,Swelling of limb (finding)
10042703,Swelling of lips,699376002,Lip swelling (finding)
10042706,Swelling of tongue,421262002,Tongue swelling (finding)
10042714,Swollen abdomen,60728008,Swollen abdomen (finding)
10042715,Swollen ankles,267039000,Swollen ankle (finding)
10042716,Swollen arm,449618007,Swelling of upper limb (finding)
10042718,Swollen eyelid,193967004,Swelling of eyelid (finding)
10042719,Swollen eyes,45177002,Swelling of structure of eye (finding)
10042720,Swollen glands,30746006,Lymphadenopathy (disorder)
10042722,Swollen joints,271771009,Joint swelling (finding)
10042723,Swollen lips,699376002,Lip swelling (finding)
10042724,Swollen mouth,9067002,Edema of oral soft tissues (disorder)
10042727,Swollen tongue,421262002,Tongue swelling (finding)
10042771,Syncopal attack,271594007,Syncope (finding)
10042772,Syncope,271594007,Syncope (finding)
10042777,Syncope vasovagal,398665005,Vasovagal syncope (finding)
10042807,Syndrome flu,6142004,Influenza (disorder)
10042844,Syndrome sicca,83901003,Sjögren's syndrome (disorder)
10042847,Syndrome sprue-like,359653006,Unclassified sprue (disorder)
10042849,Syndrome Stevens-Johnson,73442001,Stevens-Johnson syndrome (disorder)
10042853,Syndrome uremic,445009001,Azotemia (disorder)
10042857,Synovectomy,778031009,Synovectomy of joint (procedure)
10042858,Synovial cyst,240205003,Synovial cyst (disorder)
10042863,Synovial sarcoma,302851001,Synovial sarcoma (disorder)
10042868,Synovitis,416209007,Synovitis (disorder)
10042930,Systemic anaphylactic reaction,39579001,Anaphylaxis (disorder)
10042931,Systemic anaphylaxis,39579001,Anaphylaxis (disorder)
10042933,Systemic antibacterial therapy,281789004,Antibiotic therapy (procedure)
10042944,Systemic lupus erythematosis,55464009,Systemic lupus erythematosus (disorder)
10042945,Systemic lupus erythematosus,55464009,Systemic lupus erythematosus (disorder)
10042953,Systemic sclerosis,89155008,Systemic sclerosis (disorder)
10042958,Systolic murmur,31574009,Systolic murmur (finding)
10042971,T-cell lymphoma,109978004,T-cell lymphoma (disorder)
10043070,Tablet in stool,840642008,Tablet in stool (finding)
10043071,Tachycardia,3424008,Tachycardia (finding)
10043085,Tachycardia ventricular,25569003,Ventricular tachycardia (disorder)
10043088,Tachypnea,271823003,Tachypnea (finding)
10043089,Tachypnoea,271823003,Tachypnea (finding)
10043097,Takayasu's arteritis,359789008,Takayasu's disease (disorder)
10043118,Tardive dyskinesia,102449007,Tardive dyskinesia (disorder)
10043119,Tarry stools,2901004,Melena (disorder)
10043123,Taste abnormality,247318005,Abnormal taste in mouth (finding)
10043125,Taste alteration,271801002,Taste sense altered (finding)
10043126,Taste altered,271801002,Taste sense altered (finding)
10043127,Taste bitter,271801002,Taste sense altered (finding)
10043129,Taste changed,271801002,Taste sense altered (finding)
10043132,Taste disturbance,271801002,Taste sense altered (finding)
10043134,Taste loss,36955009,Loss of taste (finding)
10043135,Taste metallic,11193009,Metallic taste (finding)
10043143,Tattoo,341000119102,Tattoo of skin (finding)
10043148,TB,56717001,Tuberculosis (disorder)
10043169,Tearfulness,271951008,Crying associated with mood (finding)
10043185,Teetotaller,105542008,Current non-drinker of alcohol (finding)
10043204,Temperature elevation,50177009,Body temperature above reference range (finding)
10043207,Temporal arteritis,400130008,Temporal arteritis (disorder)
10043209,Temporal lobe epilepsy,193000002,Temporal lobe epilepsy (disorder)
10043216,Temporomandibular joint disorder,41888000,Temporomandibular joint disorder (disorder)
10043220,Temporomandibular joint syndrome,41888000,Temporomandibular joint disorder (disorder)
10043221,TEN,768962006,Lyell syndrome (disorder)
10043224,Tenderness,247348008,Tenderness (finding)
10043232,Tendinitis,34840004,Tendinitis (disorder)
10043239,Tendon disorder,68172002,Disorder of tendon (disorder)
10043242,Tendon injury,240037007,Injury of tendon (disorder)
10043248,Tendon rupture,415746003,Traumatic or non-traumatic rupture of tendon (disorder)
10043255,Tendonitis,34840004,Tendinitis (disorder)
10043261,Tenosynovitis,67801009,Tenosynovitis (disorder)
10043268,Tension,53489000,Tension (finding)
10043269,Tension headache,398057008,Tension-type headache (disorder)
10043281,Termination of pregnancy,386639001,Termination of pregnancy (procedure)
10043284,Termination of pregnancy - elective,18391007,Elective abortion (disorder)
10043285,Termination of pregnancy - medical,285409006,Medical termination of pregnancy (procedure)
10043302,Testicular cancer,363449006,Malignant tumor of testis (disorder)
10043345,Testicular pain,63901009,Pain in testicle (finding)
10043371,Testosterone low,131078003,Testosterone level below reference range (finding)
10043380,Tetany,10629009,Tetany (disorder)
10043385,Tetraplegia,11538006,Quadriplegia (disorder)
10043388,Thalassaemia,40108008,Thalassemia (disorder)
10043392,Thalassaemia major,75451007,Thalassemia major (disorder)
10043406,Therapeutic abortion,53638009,Therapeutic abortion (disorder)
10043412,Therapeutic effect unexpected,102474005,Unexpected therapeutic effect (observable entity)
10043414,Therapeutic response decreased,102470001,Decreased therapeutic response (finding)
10043417,Therapeutic response unexpected,102474005,Unexpected therapeutic effect (observable entity)
10043431,Thinking abnormal,26628009,Disturbance in thinking (finding)
10043458,Thirst,59299002,"Thirst, function (observable entity)"
10043460,Thompson hip prosthesis,266913006,Insertion of Thompson prosthesis (procedure)
10043465,Thoracic aortic aneurysm,433068007,Aneurysm of thoracic aorta (disorder)
10043471,Thoracic pain,29857009,Chest pain (finding)
10043491,Thoracotomy,177765008,Opening of chest (procedure)
10043509,Threatened premature labor,6383007,Premature labor (finding)
10043515,Throat cancer,363507003,Malignant neoplasm of pharynx (disorder)
10043517,Throat constriction,247324004,Constriction in throat (finding)
10043520,Throat infection,312422001,Infective pharyngitis (disorder)
10043521,Throat irritation,162400007,Throat irritation (finding)
10043523,Throat pain,162397003,Pain in throat (finding)
10043525,Throat swelling,421581006,Pharyngeal swelling (finding)
10043528,Throat tightness,247323005,Tightness in throat (finding)
10043530,Thrombectomy,43810009,Removal of thrombus (procedure)
10043546,Thrombocyte count decreased,415116008,Platelet count below reference range (finding)
10043549,Thrombocythaemia,6631009,Thrombocytosis (disorder)
10043550,Thrombocythemia,6631009,Thrombocytosis (disorder)
10043553,Thrombocytopathy,22716005,Platelet disorder (disorder)
10043554,Thrombocytopenia,302215000,Thrombocytopenic disorder (disorder)
10043556,Thrombocytopenia aggravated,302215000,Thrombocytopenic disorder (disorder)
10043561,Thrombocytopenic purpura,302873008,Thrombocytopenic purpura (disorder)
10043562,"Thrombocytopenic purpura, thrombotic",78129009,Thrombotic thrombocytopenic purpura (disorder)
10043563,Thrombocytosis,6631009,Thrombocytosis (disorder)
10043565,Thromboembolic event,371039008,Thromboembolic disorder (disorder)
10043566,Thromboembolism,371039008,Thromboembolic disorder (disorder)
10043568,Thrombolysis,426347000,Thrombolytic therapy (procedure)
10043569,Thrombopenia,302215000,Thrombocytopenic disorder (disorder)
10043570,Thrombophlebitis,64156001,Thrombophlebitis (disorder)
10043607,Thrombosis,439127006,Thrombosis (disorder)
10043623,Thrombosis leg,439129009,Thrombosis of blood vessel (disorder)
10043628,Thrombosis NOS,439127006,Thrombosis (disorder)
10043630,Thrombosis of leg deep venous,404223003,Deep venous thrombosis of lower extremity (disorder)
10043634,Thrombosis prophylaxis,421728001,Administration of prophylactic anticoagulant (procedure)
10043635,Thrombosis pulmonary,69357003,Pulmonary thrombosis (disorder)
10043640,Thrombosis venous,111293003,Venous thrombosis (disorder)
10043642,Thrombosis venous deep,128053003,Deep venous thrombosis (disorder)
10043645,Thrombotic microangiopathy,126729006,Thrombotic microangiopathy (disorder)
10043648,Thrombotic thrombocytopenic purpura,78129009,Thrombotic thrombocytopenic purpura (disorder)
10043649,Thrush,78048006,Candidiasis (disorder)
10043654,Thrush vaginal,72934000,Candidiasis of vagina (disorder)
10043661,Thymectomy,399750009,Excision of thymus (procedure)
10043670,Thymoma,444231005,Thymoma (disorder)
10043686,Thyroid activity decreased,40930008,Hypothyroidism (disorder)
10043702,Thyroid carcinoma,448216007,Malignant epithelial neoplasm of thyroid (disorder)
10043709,Thyroid disorder,14304000,Disorder of thyroid gland (disorder)
10043710,Thyroid disorder NOS,14304000,Disorder of thyroid gland (disorder)
10043727,Thyroid function decreased,40930008,Hypothyroidism (disorder)
10043731,Thyroid function test normal,312397004,Thyroid function tests normal (finding)
10043744,Thyroid neoplasm,127018007,Neoplasm of thyroid gland (disorder)
10043751,Thyroid nodule,237495005,Thyroid nodule (disorder)
10043775,Thyroidectomy NOS,13619001,Thyroidectomy (procedure)
10043776,Thyroidectomy partial,30956003,Subtotal thyroidectomy (procedure)
10043777,Thyroidectomy total,24443003,Total thyroidectomy (procedure)
10043778,Thyroiditis,82119001,Thyroiditis (disorder)
10043789,Thyrotoxicosis,90739004,Thyrotoxicosis (disorder)
10043821,TIA,266257000,Transient ischemic attack (disorder)
10043827,Tibia fracture,31978002,Fracture of tibia (disorder)
10043839,Tick bite,95898004,Tick bite (disorder)
10043849,Tics,386783003,Tic (finding)
10043854,Tight chest,23924001,Tight chest (finding)
10043858,Tightness in chest,23924001,Tight chest (finding)
10043864,Tinea,47382004,Dermatophytosis (disorder)
