ID,SOURCE_PKEY,BUSINESS_ID,PROJECT_CODE_CD,PROJECT_RESPONSIBLE,PROJECT_ORGANIZATION_TYPE,PROJECT_TYPE,PROJECT_SUBTYPE,PROJECT_NAME_NM,PROJECT_DESCRIPTION_DESC,PROJECT_CATEGORY,PROJECT_STATUS,PROJECT_STATUS_DETAILED,PROJECT_PHASE,MECHANISM_OF_ACTION,ACTIVE_SUBSTANCE_TYPE,ACTIVE_SUBSTANCE_SUB_TYPE,ORIGIN_OF_ACTIVE_SUBSTANCE,ORIGIN_COMPANY_OF_ACTIVE_SUBSTANCE,EXTERNAL_ACTIVE_SUBSTANCE_CODE,DATE_OF_AGREEMENT,BRAND_NAME_NM,INN,RA_CODE,ADDITIONAL_PROJECT_INFORMATION,RESEARCH_PROJECT_TARGET,RW_CLUSTER,SCREENING_ORIENTATION,SCREEN_TYPE,TARGET_RATIONALE,PROJECT_GLOBAL_OBJECTIVE,SOURCE_SYSTEM,CREATIONDATE_DT,LASTUPDATEDATE_DT,CREATEDBY,UPDATEDBY,SOURCE_OF_ORIGIN,STATE
6400468,68bb0d4c6272084ca09d5093,RES0000001JIGG,LC81696,CF,RESEARCH,Research,Research,STAT6 sm - SH2 - Next Generation (LC81696),LC81696 - STAT6 sm - SH2 - Next Generation,R,Ongoing,Ongoing,M0-M1,STAT6 sm - SH2 - Next Generation,Synthetic,SM,Licensed,,,2023-12-22 01:00:00.000,,,,"Please note that SAR448755/LC81391 was endorsed by the RWG for PC/M2 on August 28, 2025, thus a new code is needed to continue to track the Next Gen tracks which remain in the M0-M2 phase. Due to strict firewall rules for all STAT6 programs, a ""milestone enabling"" slide deck will not be provided with this request.",,CF1004,TB,NOTAPP,"Sanofi has entered into a strategic collaboration with Recludix Pharma to develop and commercialize first-in-class oral small molecule STAT6 inhibitors for patients with immunological and inflammatory diseases. STAT6 is believed to play a key role in multiple dermatological and respiratory diseases. Under the partnership, Sanofi will have global rights to small molecule STAT6 inhibitors. Recludix will advance STAT6 inhibitors from preclinical research and development until the start of Phase 2 clinical trials. Sanofi will assume worldwide clinical development and commercialization responsibilities thereafter. This STAT6 inhibitor approach with Recludix targets the SH2 domain and therefore is different and complementary to other ongoing STAT6 programs. This Next Gen program contains 2 tracks: ""Additional Frontrunners"" from the same chemical series as the 1st development candidate from this collaboration, SAR448755 (LC81391), and a ""Backup"" track from a different chemical series than SAR448755 with the aim of improved potency and oral bioavailability.",,MDM,2025-09-05 16:18:19.000,2026-01-24 05:05:02.000,Aurelie.Baldi@sanofi.com.SAML2,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
6394500,68b7132622bd1522cb4999c4,OTH0000001381C,POLY_BU,,OTHER,Multi-Project,Multi-Project Development,,POLY_BU - Multi project activities for Ophthalmology D,D,Ongoing,,,Multi project activities for Ophthalmology D,,,,,,,,,,,,,,,,,MDM,2025-09-02 15:54:13.000,2025-09-02 15:54:13.000,Aurelie.Baldi@sanofi.com.SAML2,Aurelie.Baldi@sanofi.com.SAML2,,ACTIVE
6394501,68b7125ebfc503030f0dfb21,OTH00000011XQQ,RP_CR,,OTHER,Multi-Project,Multi-Project Research,,RP_CR - Multi project activities for Immunoscience,R,Ongoing,,,Multi project activities for Immunoscience,,,,,,,,,,,,,,,,,MDM,2025-09-02 15:50:53.000,2025-09-02 15:50:53.000,Aurelie.Baldi@sanofi.com.SAML2,Aurelie.Baldi@sanofi.com.SAML2,,ACTIVE
6392520,68b5a406bfc503030f0da618,OTH00000011XQP,RP_CS,,OTHER,Multi-Project,Multi-Project Research,,RP_CS - Multi project activities for Ophthalmology R,R,Ongoing,,,Multi project activities for Ophthalmology R,,,,,,,,,,,,,,,,,MDM,2025-09-01 13:47:50.000,2025-09-01 13:47:50.000,Aurelie.Baldi@sanofi.com.SAML2,Aurelie.Baldi@sanofi.com.SAML2,,ACTIVE
6384621,68af27ee0d8c9d6d4610f96b,OTH00000012KW2,OC02212,CM,OTHER,Transversal,Other Research Activities,Intrepide Research Lab 001 - Neuro (OC02212),OC02212 - Intrepide Research Lab 001 - Neuro,R,Ongoing,Ongoing,Others,Intrepide Research Lab 001 - Neuro,Biologics,ANT,,,,,,,,"Intrépide Research lab 001 has 3 opjectives:  1. Development of dual CNS shuttle platform based on existing internal anti-TfR1 and anti-CD98hc antibodies and nanobodies. 2. Development of at least one PC ready brain targeted biologic for the well characterized anti-amyloid beta antibody B28 with single shuttle or dual shuttle versions, for the treatment of Alzheimer's disease 3. Development of at least one PC ready brain targeted biologic for Frexalimab with single shuttle or dual shuttle versions, for the treatment of progressive multiple sclerosis",,,,,,,MDM,2025-08-27 15:44:45.000,2026-01-24 05:04:52.000,Aurelie.Baldi@sanofi.com.SAML2,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
6372805,68a85b19caaa1c5b2ea989da,DEV00000014IC0,SAR449124,BJ,DEVELOPMENT,Development,Development,Redemplo,SAR449124 - Apolipoprotein C-III siRNA,D,Ongoing,Ongoing,LCM,Apolipoprotein C-III siRNA,Synthetic,OLIG,Licensed,Arrowhead Pharmaceuticals,ARO-APOC3,2025-08-01 02:00:00.000,Redemplo,plozasiran,RA20118421,Develop and commercialize investigational plozasiran in Greater China. Plozasiran is the first-in-class RNA interference (RNAi) therapeutic candidate designed to reduce production of apolipoprotein C-III (APOC3) as a potential treatment for familial chylo,,,,,,,MDM,2025-08-22 11:57:13.000,2026-01-24 05:05:13.000,Aurelie.Baldi@sanofi.com.SAML2,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
6372804,68a8312bbfc503030f0a606f,OTH00000011XQO,SIC00803,HB,OTHER,Customer,Internal Customer,SIC00803,SIC00803 - Clomifene,O,Ongoing,Ongoing,Others,Clomifene,,,,,,,,,,Local MA Study conducted in BRAZIL:  pharmacokinetic study of clomiphene Sanofi Medley Farmacêutica Ltda)  in healthy male and female adult subjects under fasting conditions,,,,,,,MDM,2025-08-22 08:58:18.000,2026-01-24 05:04:52.000,Aurelie.Baldi@sanofi.com.SAML2,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
6343153,68949d9f3de7be2617258901,RES0000001IFVK,LC81695,CF,RESEARCH,Research,Research,CXCR3 x CCR6 sm (LC81695),LC81695 - CXCR3 x CCR6 sm,R,Ongoing,Ongoing,M0-M1,CXCR3 x CCR6 sm,Synthetic,SM,Licensed,,,2025-10-06 02:00:00.000,,,,"IBD as primary indication,  Pipeline-in-a-drug potential (GvHD, IL-23 skin inflamm., EAE, Asthma, RA). Partner executes the agreed research plan up to M2. SAN may occasionally execute certain tasks, if jointly agreed.",,CF1008,TB,NOTAPP,"Oral, dual SMi to block Th1 differentiation & redundant pathogenic cells recruitment pathways -CXCR3, CCR6 & their ligands are upregulated in IBD. -CXCR3 promotes Th1 differentiation & recruitment to inflamed tissue. -CXCR3 & CCR6 play redundant role in Th17.1 recruitment to inflamed tissue. -CXCR3+ & CCR6+ cells are decreased in circulation & increased in inflamed gut of patients. -Cxcr3 KO or Ccr6 KO ameliorates colitis in mice.",,MDM,2025-08-07 12:35:42.000,2026-01-24 05:05:06.000,Aurelie.Baldi@sanofi.com.SAML2,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
6339221,68921f25fe059806fc48f030,DEV00000013FR4,SAR449028,BE,DEVELOPMENT,Development,Development,WT KIT,SAR449028 - Wild Type KIT sm,D,Ongoing,Ongoing,Phase 2A,Wild Type KIT sm,Synthetic,SM,Acquired,Blueprint Medicines,BLU-808,2025-07-18 02:00:00.000,,,RA20099038,"Wild type KIT inhibitor/ Phase 2 Study to Evaluate the Safety, Tolerability, and Clinical Activity in Chronic Inducible Urticaria and Chronic Spontaneous Urticaria",,,,,,,MDM,2025-08-05 15:11:32.000,2026-01-24 05:05:13.000,Aurelie.Baldi@sanofi.com.SAML2,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
6339220,6890669032d943126971f062,VAC00000010NG0,DIG25055,,VACCINE,Vaccine Transversal,DIG,GMP Dig projects (eBR Apprentice & iRisk),GMP digital projects (eBR Apprentice & risk management iRisk),O,To be Validated,To be Validated,,,,,,,,,,,,,,,,,,Design and deploy Electronic Batch Record for GMP clincal manufacturing.  Design and deploy Risk management (iRisk) and PLM when approved,MDM,2025-08-04 07:51:43.000,2026-01-24 05:05:22.000,Aurelie.Baldi@sanofi.com.SAML2,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
6329305,688a1ea96dbaa73c1bcd0b5b,DEV00000012SLS,SAR448940,BE,DEVELOPMENT,Development,Development,elenestinib,SAR448940 - KIT D816V sm - Next Generation,D,Ongoing,Ongoing,Phase 3,KIT D816V sm - Next Generation,Synthetic,SM,Acquired,Blueprint Medicines,BLU-263,2025-07-18 02:00:00.000,,elenestinib,RA20092098,"Next generation KIT D816V,  selectively targets the gene mutation that results in the overproduction and activation of abnormal mast cells",,,,,,,MDM,2025-07-30 13:31:20.000,2026-01-24 05:05:11.000,Aurelie.Baldi@sanofi.com.SAML2,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
6329304,688a1bc4918b1b5cf84164df,DEV00000012KW0,SAR448972,BE,DEVELOPMENT,Development,Development,Ayvakit,SAR448972 - KIT D816V sm,D,Ongoing,Ongoing,LCM,KIT D816V sm,Synthetic,SM,Acquired,Blueprint Medicines,BLU-285,2025-07-18 02:00:00.000,Ayvakit,avapritinib,RA18576790,"Selectively targets KIT D816V, the gene mutation that results in the overproduction and activation of abnormal mast cells. ",,,,,,,MDM,2025-07-30 13:19:00.000,2026-01-24 05:05:12.000,Aurelie.Baldi@sanofi.com.SAML2,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
6329303,688a0b0e62f3eb0e230d3f9c,DEV00000012D68,SAR448873,BF,DEVELOPMENT,Development,Development,TREM2 Next Gen,SAR448873 - TREM2 sm - Next Generation,D,Ongoing,Ongoing,Preclinical,TREM2 sm - Next Generation,Synthetic,SM,Acquired,Vigil Neuroscience,VG-4750,2025-08-06 02:00:00.000,,,RA20086912,TREM 2 agonist - for Alzheiemrs and other possible neuro indications,,,,,,,MDM,2025-07-30 12:07:41.000,2026-01-24 05:05:11.000,Aurelie.Baldi@sanofi.com.SAML2,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
6327316,6888d4e46dbaa73c1bcc7cc5,RES0000001HDAO,LC81693,CF,RESEARCH,Research,Research,CD19 x Dectin1 Hybrid (MCE) (LC81693),LC81693 - CD19 x Dectin1 Hybrid (MCE),R,Ongoing,Ongoing,M0-M1,CD19 x Dectin1 Hybrid (MCE),Biologics,HYB,Licensed,,,2025-07-18 02:00:00.000,,,,,,CF1002,TB,HTS,"Novel, targeted myeloid cell engager (MCE) bi- speciﬁc antibody targeting Dectin-1 and CD19  for the treatment of autoimmune diseases. This MCE is strategically designed to harness the unique effector functions of circulating and tissue-associated myeloid cells to induce deep and sustained depletion of target cells by disrupting pathological immune responses and inducing immune system reset.",,MDM,2025-07-29 14:04:19.000,2026-01-24 05:05:05.000,Aurelie.Baldi@sanofi.com.SAML2,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
6327318,6888f9d3fbb9f4765ce3c91c,OTH000000112VK,OC02211,CO,OTHER,Transversal,Other Research Activities,Genomic Medicine Lyophilization Platform Development (OC02211),OC02211 - Genomic Medicine Lyophilization Platform Development,R,Ongoing,Ongoing,Others,Genomic Medicine Lyophilization Platform Development,,,,,,,,,,Dedicated OC Code for platform development to enable lyophilized formulations for genomic medicines,,,,,,,MDM,2025-07-29 16:41:54.000,2026-01-24 05:04:56.000,Aurelie.Baldi@sanofi.com.SAML2,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
6327315,6888c680fbb9f4765ce3c496,RES0000001GQ5C,LC81692,CH,RESEARCH,Research,Research,RIPK2 sm (LC81692),LC81692 - RIPK2 sm,R,Ongoing,Ongoing,M0-M1,RIPK2 sm,Synthetic,SM,Internal,,,,,,,screening type: HVS (High Throughput and Virtual Screenings),,CH1003,TB,HTS,"To identify an oral, CNS-penetrant small molecule to disrupt RIPK2-XIAP interaction, thus suppressing deleterious inflammatory signaling to help restore gut-brain axis homeostasis and alleviate microbiome dysregulation and neuroinflammation in Parkinson’s Disease",,MDM,2025-07-29 13:02:55.000,2026-01-24 05:05:06.000,Aurelie.Baldi@sanofi.com.SAML2,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
6327317,6888d5fe62f3eb0e230cb2af,RES0000001H5KX,LC81694,CF,RESEARCH,Research,Research,CD19 x BCMA x Dectin1 Hybrid (MCE) (LC81694),LC81694 - CD19 x BCMA x Dectin1 Hybrid (MCE),R,Ongoing,Ongoing,M0-M1,CD19 x BCMA x Dectin1 Hybrid (MCE),Biologics,HYB,Licensed,,,2025-07-18 02:00:00.000,,,,,,CF1002,TB,HTS,"The goal of this Research Plan is to develop a novel, targeted myeloid cell engager (DR-02 MCE) tri-speciﬁc antibody targeting Dectin-1, CD19 and BCMA, for the treatment of autoimmune diseases. DR-02 MCE is strategically designed to harness the unique effector functions of circulating and tissue-associated myeloid cells to induce deep and sustained depletion of target cells by disrupting pathological immune responses and inducing immune system reset, DR-02 MCE has the potential to transform the treatment and management of autoimmune conditions.",,MDM,2025-07-29 14:09:01.000,2026-01-24 05:05:04.000,Aurelie.Baldi@sanofi.com.SAML2,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
6311486,68824c8c918b1b5cf83e82f0,VAC000000100AO,SP0341,,VACCINE,Vaccine Development,NV Development,RSV+hMPV+PIV3 Subunit,Respiratory syncytial virus + human metapneumovirus + parainfluenza virus 3 Subunit vaccine,D,Ongoing,Ongoing,Phase 1,Active immunization,Biologics,SUBUV,Acquired,Vicebio,VXB-251,2025-12-04 01:00:00.000,,,,Vicebio acquisition --> opportunity to develop a best-in-class protein-based and RSV-hMPV-PIV3 combination vaccine ,,,,,,"Development of a protein-based, fully liquid RSV-hMPV-PIV3 combination vaccine with BIC potential",MDM,2025-07-24 15:08:59.000,2026-01-24 05:05:18.000,Aurelie.Baldi@sanofi.com.SAML2,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
6311485,688247dc6dbaa73c1bca1765,VAC0000000ZKV4,SP0340,,VACCINE,Vaccine Development,NV Development,RSV+hMPV Subunit,Respiratory syncytial virus + human metapneumovirus Subunit vaccine,D,Ongoing,Ongoing,Phase 1,Active immunization,Biologics,SUBUV,Acquired,Vicebio,VXB-241,2025-12-04 01:00:00.000,,,,Vicebio acquisition --> opportunity to develop a best-in-class protein-based and RSV-hMPV-PIV3 combination vaccine ,,,,,,"Development of a protein-based, fully liquid RSV-hMPV combination vaccine with BIC potential",MDM,2025-07-24 14:48:59.000,2026-01-24 05:05:18.000,Aurelie.Baldi@sanofi.com.SAML2,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
6289651,686fecf419f1023b019232c9,VAC0000000Z5FK,P2514331,,VACCINE,Vaccine Other,PPI,Method & Process robustness improvement (DS conjugate),Method & Process robustness improvement (DS conjugate),O,Ongoing,Ongoing,,,,,,,,,,,,Process improvement for Raw Material. Need Improvement of Assay.,,,,,,Process improvement for Raw Material. Need Improvement of Assay.,MDM,2025-07-10 16:40:19.000,2026-01-24 05:05:16.000,Alexis.Caron@sanofi.com.SAML2,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
6252350,6866a251f9c3d64de8534585,OTH0000000YIA9,OC02207,CO,OTHER,Transversal,Other Research Activities,GMU Platform – CNS Delivery (OC02207),OC02207 - GMU Platform – CNS Delivery,R,Ongoing,Ongoing,Others,GMU Platform – CNS Delivery,,,,,,,,,,RC01320 - GMU Platform – CNS Delivery replacement,,,,,,,MDM,2025-07-03 15:31:28.000,2026-01-24 05:04:51.000,Aurelie.Baldi@sanofi.com.SAML2,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
6252352,6866a38bbf469220c6afccfa,OTH0000000YXPT,OC02210,CO,OTHER,Transversal,Other Research Activities,In vivo Genome Engineering – Targets for Research (OC02210),OC02210 - In vivo Genome Engineering – Targets for Research,R,Ongoing,Ongoing,Others,In vivo Genome Engineering – Targets for Research,,,,,,,,,,RC01349 - In vivo Genome Engineering – Targets for Research replacement,,,,,,,MDM,2025-07-03 15:36:42.000,2026-01-24 05:04:52.000,Aurelie.Baldi@sanofi.com.SAML2,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
6252353,6866a32b6115ca31ffe18d5e,OTH0000000Z5FL,OC02209,CO,OTHER,Transversal,Other Research Activities,GMU Platform – Ocular Delivery  (OC02209),OC02209 - GMU Platform – Ocular Delivery ,R,Ongoing,Ongoing,Others,GMU Platform – Ocular Delivery ,,,,,,,,,,RC01346 - GMU Platform – Ocular Delivery replacement,,,,,,,MDM,2025-07-03 15:35:06.000,2026-01-24 05:04:52.000,Aurelie.Baldi@sanofi.com.SAML2,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
6252349,6866a1413f092518160f1114,OTH0000000YAKG,OC02206,CO,OTHER,Transversal,Other Research Activities,GMU Platform – Muscle Delivery (OC02206),OC02206 - GMU Platform – Muscle Delivery,R,Ongoing,Ongoing,Others,GMU Platform – Muscle Delivery,,,,,,,,,,Replacement of RC01319 - GMU Platform – Muscle Delivery,,,,,,,MDM,2025-07-03 15:26:57.000,2026-01-24 05:04:48.000,Aurelie.Baldi@sanofi.com.SAML2,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
6252351,6866a2bcbf469220c6afccc0,OTH0000000YXPS,OC02208,CO,OTHER,Transversal,Other Research Activities,GMU Platform – Liver Delivery (OC02208),OC02208 - GMU Platform – Liver Delivery,R,Ongoing,Ongoing,Others,GMU Platform – Liver Delivery,,,,,,,,,,RC01321 - GMU Platform – Liver Delivery replacement,,,,,,,MDM,2025-07-03 15:33:15.000,2026-01-24 05:04:57.000,Aurelie.Baldi@sanofi.com.SAML2,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
6252348,686683236d1752661739a40f,DEV00000011Q0W,SAR448851,BF,DEVELOPMENT,Development,Development,TREM2,SAR448851 - TREM2 sm,D,Ongoing,Ongoing,Phase 1,TREM2 sm,Synthetic,SM,Acquired,Vigil Neuroscience,VG-3927,2025-08-06 02:00:00.000,,,RA20041849,,,,,,,,MDM,2025-07-03 13:18:26.000,2026-01-24 05:05:13.000,Aurelie.Baldi@sanofi.com.SAML2,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
6252346,68662d066d17526617399ead,RES0000001F0F4,LC81690,CF,RESEARCH,Research,Research,SIRPa x TIM3 Hybrid (LC81690),LC81690 - SIRPa x TIM3 Hybrid,R,Ongoing,Ongoing,M0-M1,SIRPa x TIM3 Hybrid,Biologics,HYB,Internal,,,,,,,,,CF1006,TB,MTS,"SIRPa and TIM3 are inhibitory checkpoint molecules. SIRPa is expressed on monocytes, macrophages, DCs and neutrophils while TIM3 is expressed on mature T cells and myeolid cells. The goal of the project is to develop a dual agonist of SIRPα and TIM3, using a hybrid Nanobody-Ab molecule format, with FIC potential, to inhibit autoimmune tissue damage while expanding highly suppressive Treg cells to induce a tolerogenic anti-inflammatory environment.",,MDM,2025-07-03 07:11:01.000,2026-01-24 05:05:04.000,Aurelie.Baldi@sanofi.com.SAML2,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
6252347,686645d1bf469220c6afc476,RES0000001FFUO,LC81691,CI,RESEARCH,Research,Research,IL12v fusion protein - ITA bispecific (LC81691),LC81691 - IL12v fusion protein - ITA bispecific,R,Ongoing,Ongoing,M0-M1,IL12v fusion protein - ITA bispecific,Biologics,FUP,Internal,,,,,,,Project conducted for the most part by partner (not listed). ITA  to be selected prior to M1 transition. Use of masking (partner's technology)  only if insufficient detuning of IL12 using mutations only. The origin of the NME should be internal but we can add Adagene Inc. as the partner for co-development of the asset.,,CI1007,NOTAPP,NOTAPP,Generation of a molecule comprised of a detuned IL12 cytokine (+/- mask) fused with an Immune Targeting Arm (ITA) consisting of a PD-1 mAb or CD25 mAb or ICOS mAb. A mask might be added to achieve sufficient detuning. Such molecule is expected to have an enhanced TI as driving retention at the tumor site while preferentially activating Ag-specific T cell over NK cells know to induce toxicity.,,MDM,2025-07-03 08:56:48.000,2026-01-24 05:05:02.000,Aurelie.Baldi@sanofi.com.SAML2,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
6236584,685d6b9fb41b0646b69c3a95,VAC0000000YIA9,SP0339,,VACCINE,Vaccine Development,NV Development,Flu H5N1 mRNA Pandemic - Next Gen,Influenza H5N1 mRNA vaccine - Pandemic,D,To be Validated,To be Validated,Initiation,Active Immunization,Biologics,MRNAV,Internal,,,,,,,Position Sanofi as a partner of choice for pandemic preparedness in Europe; develop and register a BiC solution for pandemic Flu; submit a proposal with the ambition to win all stages of the HERA tender,,,,,,"Design a development plan where we can quickly pivot to the IM route if the IN route proves too uncertain or < IM Design a simple CDP, based on humoral response only CHIM study to be further discussed (with seasonal strain / or H5 strain)",MDM,2025-06-26 15:47:42.000,2026-01-24 05:05:20.000,Aurelie.Baldi@sanofi.com.SAML2,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
6236583,685d5fbc514dfc12fe35119e,VAC0000000YAKG,SP0338,,VACCINE,Vaccine Research,NV Research,CT+NG,Chlamydia trachomatis + Neisseria gonorrhoeae combination vaccine,R,Ongoing,Ongoing,M0-M2,Active immunization,Biologics,VAC,Internal,,,,,,,CT-NG Combo vaccine. M0 TARC planned on July 7th 2025,,,,,,Development of a Chlamydia / gono combo vaccine,MDM,2025-06-26 14:56:59.000,2026-01-24 05:05:20.000,Aurelie.Baldi@sanofi.com.SAML2,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
6228608,685ab526b41b0646b6976dc2,RES0000001DAP3,LC81689,CF,RESEARCH,Research,Research,NaV1.7 AAV - mono or dual targeting (LC81689),LC81689 - NaV1.7 AAV - mono or dual targeting,R,Ongoing,Ongoing,M0-M1,NaV1.7 AAV - mono or dual targeting,Biologics,AAV GT,Internal,,,,,,,This program is a collaboration between the GMU and I&I Type 1/17 Cluster.,,CF1003,NOTAPP,NOTAPP,"A significant medical need exists in osteoarthritis (OA) for disease modifying therapies, as the SoC focuses primarily on pain management. Multiple targets that play a role in anabolism (Nav1.7, CD-RAP), catabolism (Nav1.7, aMAC, A1AT) or inflammation (IL1RA) in OA have been identified. The objective of this program is to develop a gene therapy that provides for a one-time intra-articular administration of a FiC and BiC dual-targeting AAV with durable efficacy that enables the resuce of multiple pathophysiological mechanisms (pro-anabolism, anti-catabolism, anti-inflammation).",,MDM,2025-06-24 14:24:37.000,2026-01-24 05:05:03.000,Aurelie.Baldi@sanofi.com.SAML2,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
